country,Crop Type,Season,Yield Percentage,Year,Water Levels,Temperature
New Zealand,Wheat,Fall,50.65,2022,24.68,64.67
Kazakhstan,Wheat,Winter,77.55,2022,40.66,65.28
Bangladesh,Wheat,Summer,90.8,2021,51.87,22.02
Nepal,Cotton,Fall,66.37,2021,34.19,53.98
Kenya,Maze,Winter,51.55,2021,85.12,92.42
Australia,Apples,Summer,51.94,2021,87.87,12.11
Azerbaijan,Plam Oil,Summer,20.15,2021,24.04,58.22
Cabo Verde,Apples,Summer,32.4,2022,46.11,66.8
Namibia,Wheat,Rainy Season,43.66,2022,81.37,53.99
"Congo, Democratic Republic of the",Plam Oil,Fall,86.65,2020,21.09,17.31
Sao Tome and Principe,Paddy,Summer,33.88,2021,80.97,12.52
China,Paddy,Summer,11.85,2022,65.3,20.76
Haiti,Sugar Cane,Winter,67.69,2022,47.25,52.4
Liechtenstein,Plam Oil,Fall,15.66,2020,35.2,31.28
Guatemala,Maze,Rainy Season,47.11,2022,43.13,31.35
Dominican Republic,Wheat,Rainy Season,15.73,2020,84.69,59.82
Bangladesh,Apples,Summer,72.82,2021,10.95,52.39
Australia,Wheat,Rainy Season,85.98,2020,69.2,28.62
Guyana,Wheat,Rainy Season,91.17,2021,61.16,91.09
France,Paddy,Fall,10.35,2022,20.05,38.1
Togo,Wheat,Spring,77.42,2022,66.46,47.35
Albania,Apples,Spring,17.71,2022,23.69,51.83
"Congo, Democratic Republic of the",Paddy,Summer,45.48,2020,33.08,24.44
Canada,Plam Oil,Winter,40.83,2020,19.98,84.51
Lesotho,Sugar Cane,Fall,61.34,2022,75.16,78.08
Bahrain,Maze,Spring,28.23,2022,23.51,26.76
Grenada,Maze,Winter,61.65,2021,15.17,69.72
Belarus,Cotton,Summer,31.4,2022,37.74,69.82
Uruguay,Apples,Fall,30.73,2022,22.79,40.08
Burundi,Maze,Rainy Season,11.8,2021,87.02,49.5
Croatia,Apples,Winter,76.73,2022,47.7,73.14
Indonesia,Cotton,Fall,79.84,2022,49.95,17.67
Costa Rica,Sugar Cane,Fall,62.54,2020,61.16,50.63
Jordan,Maze,Spring,11.83,2021,30.47,31.73
Australia,Paddy,Rainy Season,72.56,2021,68.69,66.48
Oman,Plam Oil,Winter,46.51,2021,37.44,18.38
Albania,Cotton,Spring,68.37,2021,68.72,56.7
Bahrain,Paddy,Winter,56.16,2020,26.95,82.25
France,Sugar Cane,Rainy Season,72.26,2022,91.84,21.27
Tonga,Wheat,Winter,75.25,2021,55.81,90.81
Denmark,Apples,Fall,55.08,2020,41.31,55.04
Uzbekistan,Plam Oil,Winter,60.26,2020,41.87,25.02
Kosovo,Cotton,Rainy Season,17.8,2022,88.09,89.25
India,Paddy,Winter,13.1,2021,14.8,69.45
Tajikistan,Wheat,Summer,58.0,2022,83.71,37.0
Ecuador,Maze,Spring,49.03,2022,57.81,68.82
Laos,Sugar Cane,Winter,26.36,2021,14.31,43.76
Malta,Wheat,Fall,32.06,2021,42.4,34.74
"Congo, Democratic Republic of the",Plam Oil,Fall,75.85,2020,51.18,65.97
Armenia,Sugar Cane,Fall,31.94,2021,36.6,59.16
Mongolia,Wheat,Winter,36.46,2021,70.12,25.94
Belize,Paddy,Rainy Season,76.77,2022,16.12,52.19
Central African Republic,Cotton,Rainy Season,44.72,2020,41.36,30.78
Afghanistan,Plam Oil,Fall,86.61,2020,54.79,66.27
Libya,Apples,Summer,55.27,2020,57.39,66.31
Spain,Wheat,Summer,20.33,2021,20.99,67.26
Bhutan,Cotton,Fall,36.09,2020,73.08,54.8
Guinea-Bissau,Paddy,Winter,31.64,2020,89.56,32.63
United Arab Emirates,Apples,Rainy Season,77.62,2020,79.8,22.69
Switzerland,Apples,Rainy Season,91.7,2020,57.78,20.74
Mexico,Sugar Cane,Spring,59.65,2022,47.31,43.74
Rwanda,Plam Oil,Winter,15.27,2022,76.02,44.69
Lebanon,Plam Oil,Spring,18.39,2021,25.53,68.24
East Timor (Timor-Leste),Plam Oil,Winter,43.11,2020,56.91,67.44
Bolivia,Paddy,Winter,16.79,2021,39.25,33.78
The Bahamas,Paddy,Summer,77.58,2020,88.71,51.12
Vietnam,Sugar Cane,Rainy Season,26.17,2021,51.71,69.35
Brazil,Paddy,Summer,47.08,2021,91.49,53.26
Taiwan,Paddy,Winter,47.08,2020,65.16,26.81
Saudi Arabia,Wheat,Spring,86.68,2020,39.07,82.31
Malawi,Sugar Cane,Summer,27.1,2020,73.73,47.96
Lesotho,Sugar Cane,Spring,91.34,2022,17.0,67.48
Kenya,Plam Oil,Rainy Season,64.42,2020,55.34,53.36
Eritrea,Apples,Fall,69.74,2020,91.22,20.78
Cabo Verde,Cotton,Winter,66.37,2021,72.23,50.43
Kiribati,Plam Oil,Spring,37.93,2022,13.39,76.96
Guatemala,Apples,Rainy Season,92.64,2021,62.4,86.32
Estonia,Wheat,Winter,11.4,2021,29.25,33.04
"Korea, North",Wheat,Winter,50.64,2021,69.21,85.5
Senegal,Plam Oil,Fall,50.87,2022,31.44,74.82
Liechtenstein,Paddy,Winter,20.16,2022,81.94,77.44
"Korea, North",Wheat,Spring,17.85,2021,92.21,91.79
Togo,Apples,Winter,21.19,2021,49.71,33.44
Uruguay,Wheat,Rainy Season,38.19,2022,19.66,48.32
Uzbekistan,Sugar Cane,Winter,25.51,2021,86.4,30.87
Central African Republic,Maze,Spring,44.56,2020,64.08,91.82
Iran,Wheat,Fall,59.31,2020,43.31,88.77
Libya,Maze,Winter,66.25,2021,91.02,86.68
Oman,Wheat,Rainy Season,42.35,2021,35.97,60.8
Russia,Plam Oil,Spring,35.23,2022,22.37,28.41
San Marino,Cotton,Fall,71.44,2020,52.25,17.31
Eritrea,Maze,Spring,19.53,2020,22.64,89.24
Zambia,Sugar Cane,Fall,27.63,2021,77.28,21.41
Japan,Paddy,Fall,85.53,2022,64.24,91.38
Palau,Cotton,Summer,33.79,2022,12.84,45.16
Lithuania,Plam Oil,Summer,70.29,2021,62.34,32.44
Venezuela,Sugar Cane,Spring,77.54,2020,68.19,49.35
Solomon Islands,Maze,Spring,82.78,2022,64.21,44.15
Morocco,Apples,Spring,24.83,2021,48.42,34.66
Peru,Plam Oil,Spring,81.76,2022,65.22,52.5
Tuvalu,Cotton,Summer,59.57,2022,67.46,64.13
Malawi,Plam Oil,Rainy Season,51.33,2021,37.91,37.21
Switzerland,Wheat,Rainy Season,40.12,2022,14.8,55.49
Saudi Arabia,Sugar Cane,Rainy Season,46.93,2021,33.69,30.63
Romania,Maze,Rainy Season,86.31,2022,51.74,49.57
Armenia,Plam Oil,Winter,85.53,2022,36.08,13.07
Uganda,Sugar Cane,Spring,10.63,2020,35.15,63.07
Syria,Plam Oil,Rainy Season,47.65,2021,74.58,52.83
Norway,Paddy,Winter,66.89,2021,38.84,61.83
Azerbaijan,Cotton,Spring,32.44,2021,87.41,34.13
Netherlands,Maze,Winter,37.27,2020,72.98,31.13
Angola,Maze,Spring,40.92,2020,28.49,28.91
Monaco,Cotton,Rainy Season,46.6,2022,75.65,78.26
Uganda,Paddy,Rainy Season,36.55,2020,87.45,22.05
Malawi,Apples,Winter,92.06,2020,74.99,79.62
Mongolia,Wheat,Fall,79.38,2022,38.98,60.0
Burundi,Cotton,Rainy Season,43.08,2020,82.85,61.52
Germany,Plam Oil,Summer,30.91,2021,62.53,73.39
Brazil,Cotton,Summer,66.47,2020,73.17,24.29
Estonia,Maze,Winter,87.58,2022,38.28,59.32
Togo,Wheat,Winter,50.32,2022,88.16,57.3
Mongolia,Paddy,Summer,86.48,2022,64.3,40.16
Switzerland,Plam Oil,Fall,58.02,2020,34.49,81.92
Malta,Sugar Cane,Summer,87.18,2020,78.29,10.89
Bosnia and Herzegovina,Paddy,Spring,47.7,2020,71.93,58.95
Eswatini,Wheat,Summer,89.11,2020,63.44,34.61
Chad,Paddy,Spring,21.82,2021,65.45,64.99
Monaco,Cotton,Summer,92.96,2021,80.75,82.02
Zimbabwe,Apples,Winter,33.82,2020,52.16,13.42
Zambia,Plam Oil,Spring,75.64,2021,74.21,46.72
Brunei,Plam Oil,Rainy Season,66.01,2022,87.22,56.45
Italy,Paddy,Spring,43.39,2022,74.85,92.25
Kosovo,Plam Oil,Spring,83.72,2020,59.44,75.05
Niger,Plam Oil,Rainy Season,15.88,2020,59.28,31.52
Honduras,Plam Oil,Winter,14.91,2022,39.45,32.61
Nigeria,Wheat,Rainy Season,26.34,2021,89.06,31.77
Nepal,Plam Oil,Spring,86.07,2021,91.54,39.27
Argentina,Apples,Spring,62.37,2020,81.21,69.62
Barbados,Cotton,Winter,89.11,2020,78.67,34.04
Belize,Paddy,Spring,44.05,2021,56.15,74.01
Guyana,Apples,Summer,14.53,2022,86.63,67.1
Nigeria,Cotton,Winter,15.03,2021,77.64,41.22
Madagascar,Plam Oil,Summer,87.91,2020,41.08,39.82
Gabon,Plam Oil,Spring,17.25,2022,68.73,33.94
Libya,Cotton,Summer,62.78,2022,81.21,89.87
Egypt,Cotton,Spring,76.0,2020,81.31,81.25
Marshall Islands,Apples,Summer,55.5,2022,68.66,23.35
Azerbaijan,Wheat,Summer,78.37,2022,21.34,44.47
Honduras,Sugar Cane,Winter,60.59,2022,11.56,70.01
Norway,Sugar Cane,Spring,43.35,2021,55.13,41.91
Guinea,Sugar Cane,Summer,36.04,2020,90.93,33.52
Mali,Plam Oil,Summer,60.08,2020,36.38,22.2
Seychelles,Maze,Rainy Season,50.34,2021,75.34,15.27
Niger,Wheat,Spring,24.7,2021,45.11,80.59
Namibia,Sugar Cane,Fall,81.3,2020,89.64,55.56
Belgium,Apples,Winter,86.34,2021,40.53,69.22
Lithuania,Apples,Fall,91.11,2020,85.24,78.33
El Salvador,Paddy,Fall,83.22,2020,46.86,52.17
Morocco,Cotton,Fall,37.88,2022,52.02,80.6
Kiribati,Maze,Fall,41.33,2021,81.41,20.54
Czech Republic,Cotton,Rainy Season,80.49,2021,46.16,72.44
Venezuela,Plam Oil,Spring,92.62,2021,23.55,77.1
India,Paddy,Spring,71.68,2020,55.22,90.64
Cambodia,Cotton,Spring,50.84,2020,91.4,62.42
Bosnia and Herzegovina,Paddy,Fall,91.78,2022,19.05,63.31
Australia,Sugar Cane,Spring,13.16,2021,53.11,48.67
Seychelles,Sugar Cane,Spring,68.8,2020,17.63,43.25
Poland,Maze,Spring,91.37,2020,64.39,72.26
Tonga,Paddy,Winter,26.65,2021,71.03,24.57
Belgium,Paddy,Spring,22.64,2021,34.62,73.42
Zambia,Sugar Cane,Spring,20.9,2022,12.55,66.8
Mali,Wheat,Summer,70.66,2021,15.35,20.67
Solomon Islands,Maze,Spring,19.42,2022,82.76,68.6
Paraguay,Sugar Cane,Winter,28.85,2021,64.12,87.5
Monaco,Maze,Winter,69.74,2022,55.8,38.42
Switzerland,Apples,Fall,87.39,2021,22.39,15.04
Ghana,Paddy,Spring,77.67,2020,71.36,25.67
Comoros,Sugar Cane,Rainy Season,89.75,2021,17.98,87.49
Namibia,Sugar Cane,Spring,62.8,2021,19.91,87.53
Brazil,Maze,Summer,29.36,2020,44.91,53.85
Albania,Paddy,Summer,57.97,2021,91.78,36.9
Kenya,Wheat,Summer,42.46,2022,38.34,72.77
Panama,Maze,Rainy Season,72.43,2020,21.16,15.99
Eritrea,Cotton,Summer,54.27,2022,37.79,62.85
Dominican Republic,Wheat,Rainy Season,50.38,2022,37.94,30.24
Seychelles,Maze,Summer,49.97,2022,79.37,69.39
Barbados,Apples,Summer,88.04,2021,78.61,60.95
Fiji,Cotton,Summer,62.33,2021,41.32,76.05
Kenya,Wheat,Summer,35.03,2021,55.54,28.23
Madagascar,Plam Oil,Fall,81.32,2022,84.1,14.26
Sweden,Paddy,Summer,30.73,2022,76.07,39.05
Solomon Islands,Paddy,Summer,22.24,2020,82.22,92.76
Eswatini,Wheat,Summer,65.43,2021,85.42,57.7
Vatican City,Apples,Winter,18.33,2022,56.45,55.83
Ukraine,Maze,Winter,43.56,2022,44.27,44.96
Paraguay,Cotton,Spring,83.21,2020,49.19,53.55
Philippines,Sugar Cane,Spring,62.48,2020,76.95,17.63
Czech Republic,Maze,Summer,34.64,2021,54.71,77.84
San Marino,Cotton,Winter,86.6,2022,85.44,73.55
"Sudan, South",Sugar Cane,Summer,44.85,2020,32.86,79.59
United Kingdom,Maze,Spring,48.63,2020,89.15,45.05
Lebanon,Plam Oil,Rainy Season,67.94,2020,44.65,61.8
Antigua and Barbuda,Maze,Fall,81.17,2020,48.63,62.66
Laos,Sugar Cane,Summer,88.79,2020,23.5,65.19
Bosnia and Herzegovina,Sugar Cane,Summer,43.82,2022,13.23,12.08
Denmark,Plam Oil,Fall,71.75,2022,58.92,12.02
Gabon,Cotton,Rainy Season,86.12,2020,66.86,42.12
Eritrea,Wheat,Fall,33.5,2020,37.64,37.38
Togo,Apples,Fall,47.75,2022,47.41,24.81
Jamaica,Wheat,Rainy Season,77.96,2021,23.05,42.43
Mali,Cotton,Rainy Season,39.33,2022,45.42,42.1
Belize,Apples,Rainy Season,68.01,2022,44.77,76.09
Laos,Apples,Summer,17.8,2020,87.19,90.06
Algeria,Wheat,Fall,45.51,2022,57.15,87.06
Iraq,Paddy,Spring,83.19,2022,88.08,13.59
Kyrgyzstan,Cotton,Fall,32.28,2022,21.71,74.85
Bangladesh,Cotton,Rainy Season,54.78,2022,86.62,77.17
Armenia,Maze,Rainy Season,34.15,2022,17.28,91.49
Armenia,Maze,Winter,21.27,2021,91.84,46.35
Panama,Maze,Rainy Season,28.78,2022,50.21,38.19
Slovakia,Apples,Summer,38.63,2021,21.94,27.05
Benin,Wheat,Winter,90.58,2020,57.02,86.62
Guinea,Wheat,Winter,51.65,2022,35.42,11.48
Tanzania,Apples,Rainy Season,11.31,2020,55.54,39.17
Portugal,Wheat,Rainy Season,42.88,2020,51.02,40.37
Kuwait,Maze,Fall,51.6,2021,40.1,77.44
Spain,Plam Oil,Winter,32.86,2021,17.54,34.72
Japan,Maze,Summer,90.99,2020,50.35,50.93
Slovenia,Cotton,Rainy Season,76.27,2022,31.78,79.54
Iran,Wheat,Winter,58.75,2020,48.86,13.01
Belize,Apples,Winter,23.2,2020,36.61,69.68
Kazakhstan,Paddy,Spring,83.15,2020,66.09,51.51
Djibouti,Maze,Summer,55.71,2021,42.01,69.89
Fiji,Sugar Cane,Fall,80.42,2020,76.75,52.27
Benin,Maze,Winter,84.0,2022,92.73,40.38
Bahrain,Apples,Winter,35.7,2022,50.16,67.47
Liechtenstein,Plam Oil,Rainy Season,64.93,2021,89.67,33.35
Togo,Paddy,Fall,34.57,2022,36.84,51.86
Germany,Cotton,Rainy Season,77.02,2021,70.86,43.9
Poland,Paddy,Fall,70.83,2021,83.63,67.66
Israel,Apples,Summer,35.42,2021,26.86,85.57
Norway,Maze,Spring,51.57,2020,63.39,53.8
Bolivia,Apples,Rainy Season,43.64,2021,72.38,50.47
Sri Lanka,Sugar Cane,Fall,14.52,2021,83.23,72.14
Saint Vincent and the Grenadines,Wheat,Fall,16.41,2022,64.15,22.35
Brazil,Paddy,Rainy Season,26.09,2021,88.17,57.41
Nicaragua,Plam Oil,Rainy Season,12.85,2020,39.68,42.51
Antigua and Barbuda,Cotton,Rainy Season,81.42,2020,31.74,23.7
Vatican City,Wheat,Rainy Season,50.51,2021,12.93,51.4
Mexico,Apples,Rainy Season,39.22,2020,52.95,84.63
Grenada,Wheat,Summer,43.09,2020,15.53,17.75
Benin,Paddy,Winter,52.64,2022,51.28,64.44
Spain,Apples,Spring,50.23,2021,55.8,30.58
Belarus,Sugar Cane,Summer,76.89,2020,28.37,80.31
Uganda,Maze,Spring,54.66,2020,47.69,78.25
Turkey,Sugar Cane,Rainy Season,86.25,2020,76.45,81.37
Vietnam,Maze,Rainy Season,89.36,2020,34.92,70.07
Gabon,Plam Oil,Fall,44.12,2020,11.85,11.07
Guinea,Cotton,Summer,10.54,2020,35.93,15.48
Slovenia,Apples,Spring,16.52,2021,90.09,74.63
Eritrea,Paddy,Rainy Season,16.8,2021,55.23,17.08
Ecuador,Sugar Cane,Rainy Season,79.64,2021,24.6,18.62
Kuwait,Maze,Fall,65.91,2021,44.44,18.76
Guinea-Bissau,Cotton,Summer,79.65,2020,22.89,36.14
Papua New Guinea,Sugar Cane,Spring,58.5,2022,62.23,10.41
Liberia,Cotton,Rainy Season,22.66,2020,52.39,50.53
Afghanistan,Wheat,Spring,13.01,2021,61.08,64.95
Norway,Cotton,Fall,74.58,2021,22.85,35.42
The Bahamas,Sugar Cane,Rainy Season,53.83,2022,79.3,49.96
Marshall Islands,Maze,Winter,16.7,2020,32.23,36.98
Kyrgyzstan,Apples,Summer,85.16,2021,63.35,19.86
Liechtenstein,Maze,Fall,72.39,2020,16.27,76.34
Greece,Wheat,Summer,30.98,2020,17.79,69.79
Mauritius,Plam Oil,Fall,55.42,2021,57.36,12.57
Djibouti,Plam Oil,Winter,85.04,2021,13.04,53.5
Burkina Faso,Paddy,Rainy Season,55.17,2020,22.64,80.88
Canada,Cotton,Summer,48.36,2022,40.77,21.21
Samoa,Paddy,Spring,31.85,2021,46.32,20.95
Malawi,Cotton,Spring,78.73,2022,22.89,90.9
Panama,Cotton,Summer,32.84,2021,57.16,39.88
Maldives,Sugar Cane,Fall,75.69,2020,61.33,31.4
Mauritania,Plam Oil,Spring,56.15,2021,76.16,57.12
Mauritania,Maze,Rainy Season,24.97,2022,79.36,33.91
Marshall Islands,Cotton,Spring,72.79,2020,26.29,73.21
United Arab Emirates,Wheat,Rainy Season,15.42,2022,40.61,72.22
Cyprus,Wheat,Rainy Season,75.34,2020,38.86,80.57
Sri Lanka,Apples,Fall,75.09,2021,49.77,78.34
Ecuador,Cotton,Spring,22.07,2020,71.32,39.44
Fiji,Apples,Winter,89.74,2021,29.34,29.36
"Korea, South",Wheat,Spring,71.21,2021,70.41,14.27
Libya,Cotton,Spring,25.93,2021,54.39,18.65
Russia,Paddy,Summer,19.09,2022,85.06,16.02
Sao Tome and Principe,Cotton,Fall,11.4,2022,20.59,87.56
Pakistan,Sugar Cane,Rainy Season,57.01,2020,24.59,40.98
Albania,Paddy,Winter,54.45,2022,62.31,55.47
Moldova,Apples,Summer,43.49,2022,12.86,58.55
Nepal,Apples,Fall,89.97,2021,70.88,61.45
Bhutan,Paddy,Winter,45.89,2020,82.55,90.62
Antigua and Barbuda,Apples,Winter,82.77,2020,39.98,18.78
Mali,Cotton,Summer,64.76,2022,89.53,91.36
Syria,Apples,Fall,76.16,2020,45.21,11.72
Rwanda,Plam Oil,Winter,15.42,2020,87.08,15.81
Montenegro,Paddy,Winter,89.26,2020,46.46,67.62
Slovakia,Plam Oil,Fall,65.13,2022,90.78,92.69
Jamaica,Maze,Fall,48.69,2022,67.93,13.63
Italy,Apples,Rainy Season,89.54,2021,35.79,72.53
Tonga,Wheat,Fall,22.54,2020,62.6,22.84
Vanuatu,Sugar Cane,Summer,82.39,2020,49.66,41.79
Samoa,Wheat,Rainy Season,68.78,2021,41.13,15.54
Marshall Islands,Paddy,Summer,47.24,2020,10.9,33.35
Nigeria,Maze,Rainy Season,50.1,2022,14.42,84.89
Turkey,Cotton,Winter,83.16,2020,14.02,49.64
Vanuatu,Plam Oil,Spring,55.54,2020,86.44,59.39
Brazil,Wheat,Winter,84.27,2021,55.02,36.67
Bosnia and Herzegovina,Wheat,Rainy Season,36.17,2022,19.55,41.44
Sierra Leone,Cotton,Spring,90.84,2020,43.5,74.95
Myanmar (Burma),Wheat,Summer,21.43,2020,80.01,87.4
Kuwait,Paddy,Winter,66.93,2022,41.05,67.57
Colombia,Apples,Rainy Season,72.74,2021,59.73,61.59
Italy,Plam Oil,Fall,86.22,2020,88.61,49.51
Tajikistan,Cotton,Winter,46.37,2022,38.9,88.95
Monaco,Cotton,Fall,62.92,2022,28.14,51.68
Samoa,Paddy,Spring,51.79,2021,34.0,44.22
Tajikistan,Wheat,Rainy Season,87.66,2020,36.98,11.33
Dominica,Sugar Cane,Fall,35.07,2020,77.77,43.8
Jamaica,Sugar Cane,Spring,51.98,2021,65.89,35.29
Barbados,Apples,Rainy Season,84.64,2020,52.19,55.77
Japan,Cotton,Summer,20.5,2021,45.13,28.66
Guinea-Bissau,Apples,Winter,92.33,2022,79.87,90.1
Portugal,Sugar Cane,Winter,39.0,2020,34.56,17.29
Finland,Apples,Fall,79.0,2020,57.5,49.08
Lesotho,Sugar Cane,Rainy Season,87.89,2022,16.34,20.05
Somalia,Plam Oil,Winter,19.12,2021,34.17,25.23
Bahrain,Paddy,Winter,62.14,2022,88.66,79.85
Papua New Guinea,Wheat,Rainy Season,38.04,2020,16.42,23.17
Iraq,Sugar Cane,Rainy Season,29.21,2022,78.32,12.68
East Timor (Timor-Leste),Maze,Rainy Season,90.09,2021,76.55,75.05
Azerbaijan,Wheat,Fall,50.55,2020,83.18,29.49
Malawi,Apples,Fall,79.25,2022,48.51,53.34
Seychelles,Cotton,Winter,83.77,2022,32.27,48.69
Somalia,Paddy,Spring,67.96,2022,42.94,34.21
Somalia,Maze,Spring,62.18,2022,71.03,24.78
Bangladesh,Plam Oil,Spring,38.24,2020,66.29,17.85
Costa Rica,Plam Oil,Winter,11.18,2020,90.05,44.6
Finland,Wheat,Winter,24.7,2020,29.96,91.36
North Macedonia,Maze,Rainy Season,44.52,2020,85.75,59.54
Samoa,Paddy,Summer,60.27,2021,10.55,71.13
Djibouti,Sugar Cane,Rainy Season,69.2,2022,62.63,44.14
Mexico,Sugar Cane,Summer,27.65,2022,69.4,18.79
Iran,Wheat,Winter,29.88,2021,44.7,90.3
Australia,Apples,Fall,88.18,2020,84.48,63.14
Uganda,Wheat,Rainy Season,61.88,2021,38.57,76.49
Sudan,Apples,Summer,18.97,2020,36.94,67.18
Hungary,Apples,Rainy Season,78.87,2020,61.03,81.38
"Sudan, South",Apples,Summer,21.18,2021,15.56,60.22
Lesotho,Sugar Cane,Fall,88.05,2022,87.1,60.09
China,Apples,Winter,65.09,2020,20.91,52.4
Sao Tome and Principe,Paddy,Summer,77.72,2022,64.45,40.19
Paraguay,Cotton,Rainy Season,34.12,2020,58.54,11.49
Equatorial Guinea,Cotton,Fall,33.49,2021,53.59,61.17
Slovakia,Apples,Winter,58.11,2022,70.15,88.82
Dominica,Apples,Rainy Season,60.55,2020,74.65,49.67
Philippines,Maze,Rainy Season,77.28,2021,22.83,45.07
Papua New Guinea,Sugar Cane,Rainy Season,85.96,2021,42.79,30.29
Syria,Wheat,Summer,24.04,2020,68.79,20.95
Bahrain,Cotton,Fall,34.48,2020,29.26,13.33
United States,Sugar Cane,Spring,22.41,2020,70.19,75.37
Yemen,Paddy,Rainy Season,85.18,2022,88.96,44.28
Moldova,Plam Oil,Winter,21.14,2022,60.21,66.36
Guinea-Bissau,Wheat,Winter,28.21,2021,79.37,30.31
North Macedonia,Paddy,Summer,88.3,2022,39.54,50.02
Ecuador,Wheat,Fall,18.26,2022,38.3,55.24
El Salvador,Sugar Cane,Summer,48.27,2022,59.89,79.29
Norway,Paddy,Rainy Season,72.7,2022,90.93,78.94
Seychelles,Maze,Rainy Season,66.01,2022,52.45,93.2
Mauritius,Wheat,Summer,45.8,2020,40.28,25.31
Cabo Verde,Wheat,Fall,58.69,2022,67.75,34.14
Mozambique,Sugar Cane,Rainy Season,55.04,2020,16.0,12.77
Nepal,Wheat,Rainy Season,70.29,2020,39.51,27.25
Burkina Faso,Maze,Summer,90.56,2021,49.52,45.89
Haiti,Cotton,Fall,87.79,2020,42.35,22.68
Singapore,Cotton,Winter,53.67,2021,41.35,59.44
Tuvalu,Cotton,Summer,53.98,2020,70.33,33.91
Austria,Cotton,Winter,75.61,2021,53.8,34.88
Turkey,Sugar Cane,Fall,17.63,2021,42.55,55.02
Jamaica,Sugar Cane,Fall,17.72,2020,17.86,28.2
Pakistan,Wheat,Winter,54.19,2020,69.28,50.96
Kuwait,Maze,Summer,12.95,2020,43.8,11.22
Lithuania,Maze,Spring,59.46,2020,13.75,36.62
Seychelles,Maze,Spring,17.61,2020,45.39,62.32
Belarus,Wheat,Summer,49.82,2020,83.27,28.69
Lesotho,Wheat,Fall,76.93,2021,57.37,66.53
Comoros,Sugar Cane,Fall,16.64,2022,26.76,59.14
Equatorial Guinea,Sugar Cane,Summer,34.86,2020,83.36,56.68
Kuwait,Apples,Summer,41.68,2022,73.34,87.03
Saint Lucia,Apples,Summer,50.57,2022,37.97,33.92
South Africa,Paddy,Spring,47.41,2020,36.89,50.42
Egypt,Plam Oil,Winter,79.53,2020,64.88,10.54
Austria,Sugar Cane,Fall,80.13,2022,23.99,37.13
Israel,Wheat,Spring,67.97,2021,39.11,14.9
Senegal,Apples,Fall,47.0,2020,27.88,87.71
Indonesia,Cotton,Fall,63.09,2021,56.85,43.98
Ukraine,Paddy,Winter,17.53,2020,83.1,29.77
Equatorial Guinea,Cotton,Summer,71.14,2022,77.25,59.73
Vanuatu,Sugar Cane,Spring,68.39,2020,68.76,24.62
Burkina Faso,Maze,Summer,11.47,2021,68.52,30.95
Kiribati,Plam Oil,Winter,14.36,2020,73.59,17.54
"Sudan, South",Maze,Rainy Season,17.85,2021,22.28,25.05
Liechtenstein,Paddy,Spring,64.2,2020,77.13,24.31
Slovenia,Maze,Fall,79.13,2020,83.38,91.54
Kenya,Apples,Spring,60.22,2022,39.33,31.84
Jamaica,Plam Oil,Fall,70.92,2022,12.9,14.31
Greece,Wheat,Winter,22.79,2020,56.4,68.49
Colombia,Apples,Winter,77.37,2020,87.73,53.5
Ghana,Cotton,Rainy Season,80.73,2021,86.99,48.7
"Congo, Republic of the",Sugar Cane,Rainy Season,23.16,2022,37.05,49.8
Cambodia,Wheat,Fall,44.41,2020,58.68,37.14
Kyrgyzstan,Apples,Winter,27.61,2021,62.03,63.06
Luxembourg,Wheat,Spring,54.57,2022,32.27,47.58
United States,Plam Oil,Summer,65.22,2022,70.67,27.13
Guatemala,Paddy,Summer,23.6,2022,24.19,49.98
Nigeria,Plam Oil,Fall,83.39,2020,85.28,52.48
Niger,Sugar Cane,Summer,57.31,2021,12.86,29.59
Burkina Faso,Wheat,Summer,43.99,2021,90.38,89.81
El Salvador,Maze,Summer,61.74,2022,13.06,36.73
Estonia,Sugar Cane,Winter,79.65,2020,53.48,38.71
Romania,Wheat,Fall,13.77,2022,20.47,13.8
Malaysia,Sugar Cane,Rainy Season,24.42,2020,32.24,39.63
Honduras,Apples,Winter,90.13,2020,49.18,77.28
"Sudan, South",Plam Oil,Rainy Season,22.64,2022,70.55,90.88
Mali,Plam Oil,Rainy Season,66.06,2022,75.56,64.19
Palau,Paddy,Spring,60.45,2022,41.02,46.08
Tajikistan,Apples,Fall,89.51,2020,69.44,59.28
San Marino,Paddy,Winter,92.77,2020,19.09,19.12
Central African Republic,Apples,Fall,47.19,2021,25.89,40.7
Slovakia,Paddy,Winter,16.84,2020,62.2,17.82
Jordan,Paddy,Summer,31.71,2020,40.66,48.0
South Africa,Wheat,Rainy Season,90.33,2021,59.08,70.49
Libya,Plam Oil,Summer,15.35,2020,75.62,73.54
Azerbaijan,Wheat,Winter,11.54,2021,62.56,66.29
United Kingdom,Sugar Cane,Winter,42.4,2021,87.2,34.83
Slovakia,Wheat,Summer,44.32,2020,71.56,16.02
Turkey,Maze,Rainy Season,58.69,2022,43.77,67.9
Eritrea,Cotton,Fall,59.21,2022,66.01,45.24
Greece,Sugar Cane,Rainy Season,49.94,2020,82.09,34.08
Djibouti,Cotton,Rainy Season,56.99,2020,20.98,46.8
Venezuela,Cotton,Spring,42.94,2021,41.9,84.55
North Macedonia,Wheat,Fall,58.53,2020,66.32,50.96
Uzbekistan,Apples,Winter,37.5,2022,58.56,74.62
Nauru,Sugar Cane,Fall,55.81,2021,72.2,62.54
